Epoch 32: Train Loss=2.2755, Val Loss=2.4291, Val Top-1 Acc=0.3709, Epoch Time=36.68s
Epoch 33: Train Loss=2.2665, Val Loss=2.4188, Val Top-1 Acc=0.3747, Epoch Time=36.70s
Epoch 34: Train Loss=2.2371, Val Loss=2.4416, Val Top-1 Acc=0.3697, Epoch Time=36.70s
Epoch 35: Train Loss=2.2245, Val Loss=2.4166, Val Top-1 Acc=0.3806, Epoch Time=36.62s
Epoch 36: Train Loss=2.2075, Val Loss=2.3997, Val Top-1 Acc=0.3789, Epoch Time=36.56s
Epoch 37: Train Loss=2.1916, Val Loss=2.4104, Val Top-1 Acc=0.3822, Epoch Time=36.55s
Epoch 38: Train Loss=2.1707, Val Loss=2.3907, Val Top-1 Acc=0.3816, Epoch Time=36.56s
Epoch 39: Train Loss=2.1570, Val Loss=2.3462, Val Top-1 Acc=0.3926, Epoch Time=36.61s
Epoch 40: Train Loss=2.1451, Val Loss=2.3673, Val Top-1 Acc=0.3834, Epoch Time=36.68s
Epoch 41: Train Loss=2.1296, Val Loss=2.3830, Val Top-1 Acc=0.3840, Epoch Time=36.68s
Epoch 42: Train Loss=2.1160, Val Loss=2.3433, Val Top-1 Acc=0.3873, Epoch Time=36.69s
Epoch 43: Train Loss=2.0985, Val Loss=2.3330, Val Top-1 Acc=0.3964, Epoch Time=36.69s
Epoch 44: Train Loss=2.0853, Val Loss=2.3367, Val Top-1 Acc=0.3930, Epoch Time=36.62s
Epoch 45: Train Loss=2.0680, Val Loss=2.3424, Val Top-1 Acc=0.3901, Epoch Time=36.55s
Epoch 46: Train Loss=2.0606, Val Loss=2.3333, Val Top-1 Acc=0.3928, Epoch Time=36.56s
Epoch 47: Train Loss=2.0535, Val Loss=2.3243, Val Top-1 Acc=0.3937, Epoch Time=36.57s
Epoch 48: Train Loss=2.0387, Val Loss=2.3310, Val Top-1 Acc=0.3947, Epoch Time=36.63s
Epoch 49: Train Loss=2.0216, Val Loss=2.3033, Val Top-1 Acc=0.3962, Epoch Time=36.68s
Epoch 50: Train Loss=2.0171, Val Loss=2.2993, Val Top-1 Acc=0.3954, Epoch Time=36.68s
Epoch 51: Train Loss=2.0002, Val Loss=2.3153, Val Top-1 Acc=0.3964, Epoch Time=36.70s
Epoch 52: Train Loss=1.9963, Val Loss=2.3036, Val Top-1 Acc=0.3947, Epoch Time=36.70s
Epoch 53: Train Loss=1.9783, Val Loss=2.2922, Val Top-1 Acc=0.3995, Epoch Time=36.61s
Epoch 54: Train Loss=1.9717, Val Loss=2.2792, Val Top-1 Acc=0.3999, Epoch Time=36.55s
Epoch 55: Train Loss=1.9560, Val Loss=2.2759, Val Top-1 Acc=0.4099, Epoch Time=36.55s
Epoch 56: Train Loss=1.9465, Val Loss=2.2832, Val Top-1 Acc=0.4002, Epoch Time=36.55s
Epoch 57: Train Loss=1.9419, Val Loss=2.2733, Val Top-1 Acc=0.4017, Epoch Time=36.57s
Epoch 58: Train Loss=1.9295, Val Loss=2.2818, Val Top-1 Acc=0.4057, Epoch Time=36.69s
Epoch 59: Train Loss=1.9214, Val Loss=2.2504, Val Top-1 Acc=0.4148, Epoch Time=36.69s
Epoch 60: Train Loss=1.9151, Val Loss=2.2702, Val Top-1 Acc=0.4095, Epoch Time=36.70s
Epoch 61: Train Loss=1.9109, Val Loss=2.2496, Val Top-1 Acc=0.4111, Epoch Time=36.70s
Epoch 62: Train Loss=1.8955, Val Loss=2.2586, Val Top-1 Acc=0.4032, Epoch Time=36.62s
Epoch 63: Train Loss=1.8826, Val Loss=2.2632, Val Top-1 Acc=0.4037, Epoch Time=36.56s
Epoch 64: Train Loss=1.8829, Val Loss=2.2537, Val Top-1 Acc=0.4083, Epoch Time=36.55s
Epoch 65: Train Loss=1.8708, Val Loss=2.2469, Val Top-1 Acc=0.4077, Epoch Time=36.56s
Epoch 66: Train Loss=1.8644, Val Loss=2.2516, Val Top-1 Acc=0.4088, Epoch Time=36.61s
Epoch 67: Train Loss=1.8626, Val Loss=2.2599, Val Top-1 Acc=0.4126, Epoch Time=36.69s
Epoch 68: Train Loss=1.8525, Val Loss=2.2529, Val Top-1 Acc=0.4111, Epoch Time=36.69s
Epoch 69: Train Loss=1.8465, Val Loss=2.2374, Val Top-1 Acc=0.4099, Epoch Time=36.69s
Early stopping at epoch 69
Epoch 1: Train Loss=4.2881, Val Loss=4.0411, Val Top-1 Acc=0.0948, Epoch Time=36.67s
Epoch 1: Train Loss=4.2881, Val Loss=4.0411, Val Top-1 Acc=0.0948, Epoch Time=36.68s
Epoch 2: Train Loss=3.8965, Val Loss=3.8232, Val Top-1 Acc=0.1201, Epoch Time=36.62s
Epoch 3: Train Loss=3.7266, Val Loss=3.6795, Val Top-1 Acc=0.1394, Epoch Time=36.73s
Epoch 4: Train Loss=3.6074, Val Loss=3.5670, Val Top-1 Acc=0.1601, Epoch Time=36.74s
Epoch 5: Train Loss=3.5024, Val Loss=3.4977, Val Top-1 Acc=0.1697, Epoch Time=36.74s
Epoch 6: Train Loss=3.4089, Val Loss=3.4048, Val Top-1 Acc=0.1845, Epoch Time=36.67s
Epoch 7: Train Loss=3.3162, Val Loss=3.3086, Val Top-1 Acc=0.2050, Epoch Time=36.60s
Epoch 8: Train Loss=3.2169, Val Loss=3.2209, Val Top-1 Acc=0.2200, Epoch Time=36.61s
Epoch 9: Train Loss=3.1187, Val Loss=3.1308, Val Top-1 Acc=0.2344, Epoch Time=36.61s
Epoch 10: Train Loss=3.0371, Val Loss=3.0609, Val Top-1 Acc=0.2443, Epoch Time=36.68s
Epoch 1: Train Loss=4.2881, Val Loss=4.0411, Val Top-1 Acc=0.0948, Epoch Time=36.59s
Epoch 2: Train Loss=3.8965, Val Loss=3.8232, Val Top-1 Acc=0.1201, Epoch Time=36.58s
Epoch 3: Train Loss=3.7266, Val Loss=3.6795, Val Top-1 Acc=0.1394, Epoch Time=36.61s
Epoch 4: Train Loss=3.6074, Val Loss=3.5670, Val Top-1 Acc=0.1601, Epoch Time=36.62s
Epoch 5: Train Loss=3.5024, Val Loss=3.4977, Val Top-1 Acc=0.1697, Epoch Time=36.62s
Epoch 6: Train Loss=3.4089, Val Loss=3.4048, Val Top-1 Acc=0.1845, Epoch Time=36.74s
Epoch 7: Train Loss=3.3162, Val Loss=3.3086, Val Top-1 Acc=0.2050, Epoch Time=36.74s
Epoch 8: Train Loss=3.2169, Val Loss=3.2209, Val Top-1 Acc=0.2200, Epoch Time=36.75s
Epoch 9: Train Loss=3.1187, Val Loss=3.1308, Val Top-1 Acc=0.2344, Epoch Time=36.70s
Epoch 10: Train Loss=3.0371, Val Loss=3.0609, Val Top-1 Acc=0.2443, Epoch Time=36.61s
Epoch 1: Train Loss=4.2881, Val Loss=4.0411, Val Top-1 Acc=0.0948, Epoch Time=36.67s
Epoch 2: Train Loss=3.8965, Val Loss=3.8232, Val Top-1 Acc=0.1201, Epoch Time=36.61s
Epoch 3: Train Loss=3.7266, Val Loss=3.6795, Val Top-1 Acc=0.1394, Epoch Time=36.61s
Epoch 4: Train Loss=3.6074, Val Loss=3.5670, Val Top-1 Acc=0.1601, Epoch Time=36.67s
Epoch 5: Train Loss=3.5024, Val Loss=3.4977, Val Top-1 Acc=0.1697, Epoch Time=36.74s
Saved best model weights to checkpoints/baseline_ResNet18.npz
Total training time: 183.30s
Test Top-1 Accuracy: 0.1680
